case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,MENS,Automatic,Dress,10.3,Scratch Resistant Sapphire,Black,Roman Numeral,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,17.0,Flame Fusion,Luminous Gold-tone,Arabic Numeral,48.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,8.0,Scratch Resistant Sapphire,Silver-tone,Index,27.0,50.0,0
Composite Metal,Leather,Solid,Composite Metal,August Steiner,MENS,Quartz,Fashion,9.5,Scratch Resistant Mineral,Silver-tone Leaf-style,Index,44.0,30.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Gevril,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,43.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Green Ring,Victorinox,MENS,Quartz,Casual,10.0,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,43.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Michele,WOMENS,Quartz,Luxury,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Roman Numeral,35.0,50.0,1
Bronze,Nylon,Transparent See Through,Bronze,IWC,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral,41.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Blue Top Ring,Invicta,MENS,Automatic,Dive,15.0,Scratch Resistant Mineral,Luminous Gold-tone,Dot,47.0,300.0,0
Stainless Steel,Silicone,Solid,Stainless Steel,Porsamo Bleu,MENS,Quartz,Luxury,13.0,Scratch Resistant Mineral,Silver-tone,Index,41.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rado,UNISEX,Automatic,Casual,10.8,Scratch Resistant Sapphire,Silver-tone,Index,37.0,50.0,1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Mido,MENS,Automatic,Casual,11.3,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Crystals,Invicta,WOMENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Luminous Silver-tone,Roman Numeral,38.0,100.0,0
Stainless Steel,Stainless Steel and 18kt Everose Gold Oyster,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman Numeral,31.0,100.0,2
Stainless Steel,Leather,Transparent,18kt Rose Gold,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,29.0,50.0,1
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Glashutte Original,MENS,Automatic,Luxury,12.4,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,30.0,1
Stainless Steel,Lizard,Transparent See Through,Stainless Steel,Versace,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,38.0,94.38815128863104,0
Stainless Steel,Rubber,Transparent,Stainless Steel with a Black Aluminium Top Ring,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,43.0,100.0,1
Stainless Steel,Rubber (Aero Classic),Solid,Stainless Steel with a Black Ceramic Top Ring,Breitling,MENS,Automatic,Luxury,15.5,Scratch Resistant Sapphire,Luminous Silver-tone Arrow-shaped,Index,44.0,200.0,1
Stainless Steel,Leather,Transparent See Through,Ceramic,Raymond Weil,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,43.0,100.0,1
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,36.0,100.0,2
Composite Metal,Leather,Solid,Composite Metal set with Crystals,August Steiner,MENS,Quartz,Fashion,7.0,Scratch Resistant Mineral,Silver-tone,Index,41.0,30.0,0
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Index,44.0,94.38815128863104,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Dress,7.1,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,28.0,50.0,0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Montblanc,MENS,Automatic,Luxury,10.14,Scratch Resistant Sapphire,Luminous Silver-tone,Alternating Index and Arabic Numeral,42.0,50.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Luminous Rose Gold-tone,Index,41.0,30.0,1
Stainless Steel,Stainless Steel Milanese Mesh,Solid,Diamond Set,Bell And Ross,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Dot,39.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Coach,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,36.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Rado,WOMENS,Quartz,Dress,7.8,Scratch Resistant Sapphire,Gold-tone,Diamond,30.0,50.0,0
Composite Metal,Leather,Solid,Composite Metal set with Crystals,August Steiner,MENS,Quartz,Fashion,7.0,Scratch Resistant Mineral,Silver-tone,Index,41.0,30.0,0
Composite Metal,Stainless Steel,Solid,Composite Metal set with Crystals,Burgi,WOMENS,Quartz,Dress,13.0,Scratch Resistant Mineral,Rose Gold-tone,Crystal,36.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Dress,8.9,Scratch Resistant Sapphire,Rose Gold-tone,Index,34.0,50.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Longines,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Luminous Black,Index,42.0,50.0,0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Longines,MENS,Automatic,Luxury,8.5,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,39.0,30.0,1
Stainless Steel,Rubber,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Sport,15.1,Scratch Resistant Sapphire,Silver-tone,Index,42.0,200.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,10.5,Scratch Resistant Sapphire,Yellow Gold-tone,Crystal-set Index,34.0,50.0,0
Stainless Steel,Silicone,Solid,Stainless Steel,Tissot,MENS,Quartz,Sport,11.8,Scratch Resistant Sapphire,Rose Gold-tone,Index,45.0,100.0,0
Stainless Steel,Stainless Steel with 18kt Rose Gold,Solid,18kt Rose Gold,Omega,WOMENS,Automatic,Luxury,9.5,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Alternating Roman Numeral and Dot,32.0,30.0,1
18kt Rose Gold,18kt Rose Gold,Transparent See Through,18kt Rose Gold,Audemars Piguet,MENS,Automatic,Luxury,10.5,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,50.0,4
Stainless Steel,Rubber,Screw In,Stainless Steel,Equipe,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Luminous,Arabic Numeral,47.0,100.0,0
Oystersteel,Oystersteel Jubilee,Solid,18k White Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,2
Titanium,(Alligator) Leather (Rubber Backed),Transparent,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,45.0,50.0,1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Hamilton,WOMENS,Automatic,Dress,12.32,Scratch Resistant Sapphire,Silver-tone,Index,36.0,50.0,0
18kt White Gold,Leather,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Raymond Weil,MENS,Quartz,Luxury,7.9,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Index,39.0,100.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Luxury,8.0,Scratch Resistant Sapphire,Gold-tone Sword-shaped,Roman Numeral,35.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel with a Black Top Ring,Hamilton,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone Dauphine-style,Index,40.0,100.0,0
Stainless Steel,(Nubuck) Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.8,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.299275680421424,100.0,1
Stainless Steel,Rubber,Transparent,Stainless Steel,Patek Philippe,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,40.0,120.0,3
Stainless Steel,Silicone,Solid,Stainless Steel,Invicta,MENS,Quartz,Dive,17.2,Scratch Resistant Mineral,Silver-tone,Index,46.0,300.0,0
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,42.0,100.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Audemars Piguet,MENS,Automatic,Luxury,14.1,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,38.299275680421424,100.0,2
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,28.0,100.0,2
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mathey-Tissot,MENS,Automatic,Casual,9.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,42.0,50.0,0
18kt Rose Gold,Alligator Leather,Skeleton,18kt Rose Gold,Audemars Piguet,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Black,Stick,42.0,20.0,4
Stainless Steel,Leather,Solid,Stainless Steel,Locman,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Luminous,Arabic Numeral,34.0,50.0,0
Composite Metal,Leather,Solid,Composite Metal,August Steiner,WOMENS,Quartz,Fashion,7.0,Scratch Resistant Mineral,Gold-tone Leaf-style,Diamond,36.0,30.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Tudor,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,100.0,1
Ceramic,Nylon,Transparent,Ceramic showing Tachymeter Markings,Omega,MENS,Automatic,Luxury,16.3,Scratch Resistant Sapphire,Luminous Black,Index,44.0,50.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,13.5,Scratch Resistant Mineral,Silver-tone,Index-Arabic Numeral,48.0,100.0,0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel set with Diamonds,Omega,MENS,Hand Wind,Luxury,10.6,Scratch Resistant Sapphire,18K White Gold,Index,40.0,30.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Certina,MENS,Quartz,Sport,12.4,Scratch Resistant Sapphire,Silver-tone Sword-shaped,Index-Arabic Numerals,42.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel With an inlaid Blue Ring,Citizen,MENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Luminous Gold-tone,Index,44.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,16.5,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,300.0,1
Stainless Steel,Leather,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Sport,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,42.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Yellow Gold-tone,Index,32.0,50.0,0
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Dress,5.0,Scratch Resistant Sapphire,Black,Roman Numeral,34.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Crystal Set,Oniss,WOMENS,Quartz,Dress,11.0,Scratch Resistant Mineral,Silver-tone,Index,36.0,30.0,0
18kt Everose Gold,18kt Everose Gold Rolex Oyster,Solid,18kt Everose Gold showing Tachymeter Markings,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Everose Gold,Index,40.0,100.0,3
Stainless steel,Leather,Solid,Stainless steel,Rebel,MENS,Quartz,Casual,12.0,Mineral w/ Sapphire Coating,Silver-tone,Index,48.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,10.6,Scratch Resistant Mineral,Luminous Gold-tone,Index,42.0,100.0,0
Stainless Steel,(Military) Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,16.46,Scratch Resistant Sapphire,Luminous Silver-tone,Index,45.0,300.0,1
Stainless Steel and 18kt Everose Gold,Stainless Steel and 18kt Everose Gold Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman,31.0,100.0,2
Stainless Steel,Leather,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,12.3,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,0
Stainless Steel,Silicone,Solid,Stainless Steel,Guess,WOMENS,Quartz,Sport,10.0,Scratch Resistant Mineral,Luminous Blue,Index,39.0,30.0,0
Titanium,(Alligator) Leather,Transparent,Ceramic,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,UNISEX,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral,40.0,50.0,0
Stainless Steel,Stainless Steel Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,28.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Roman Numeral,32.0,50.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Orient,MENS,Automatic,Casual,11.35,Scratch Resistant Sapphire,Gold-tone,Index-Roman Numeral,38.299275680421424,50.0,0
Brushed Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Maurice Lacroix,MENS,Automatic,Luxury,17.0,Scratch Resistant Sapphire,Luminous Silver tone,Arabic,42.0,100.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,6.0,Scratch Resistant Sapphire,Silver-tone,Diamond,32.0,50.0,0
18kt Yellow Gold,18kt Yellow Gold,Solid,18kt Yellow Gold,Cartier,MENS,Automatic,Sport,9.08,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,100.0,3
Titanium,Alligator Leather,Skeleton,Titanium,Hublot,MENS,Hand Wind,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,2
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Tissot,MENS,Quartz,Casual,10.71,Scratch Resistant Sapphire,Luminous Black,Index,41.0,100.0,0
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Sport,15.5,Scratch Resistant Sapphire,Luminous,Index,38.299275680421424,30.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Hermes,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,23.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Alternating Roman Numeral and Dot,39.0,30.0,1
316L Stainless Steel,Leather,Solid,18kt Rose Gold,Tissot,WOMENS,Quartz,Dress,7.6,Scratch Resistant Sapphire,Rose Gold-tone,Index,33.0,30.0,0
Alloy,Alloy,Screw Down,Alloy,Joshua And Sons,MENS,Quartz,Casual,17.0,Scratch Resistant Mineral,Luminous Silver-tone,Arabic Numeral,48.0,10.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Seiko,WOMENS,Quartz,Casual,7.0,Scratch Resistant Sapphire,Luminous Silver-tone Index-style,Index,30.0,100.0,0
Carbon Fiber,Rubber,Skeleton Transparent Exhibition See Through,Carbon Fiber,Roger Dubuis,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Grey,Roman Numeral,42.0,30.0,2
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,18kt Yellow Gold set with Diamonds,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Diamond,36.0,100.0,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,0
18kt Rose Gold,(Alligator) Leather,Solid,18kt Rose Gold,Chopard,WOMENS,Quartz,Luxury,9.0,Scratch Resistant Sapphire,Luminous Rose Gold,Index,28.0,50.0,1
Stainless Steel,Rubber,Solid,Stainless Steel,Romain Jerome,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Black Skeleton,Index,40.0,30.0,1
Brass,Leather,Solid,Stainless Steel set with Crystals,Christian Van Sant,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Mineral,Rose Gold-tone,Index,29.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Jaeger LeCoultre,WOMENS,Hand Wind,Luxury,7.56,Scratch Resistant Sapphire,Blue,Arabic Numeral,24.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,MENS,Quartz,Sport,11.02,Scratch Resistant Sapphire,Luminous Silver-tone Alpha-style,Arabic Numeral,45.0,100.0,0
Stainless Steel,Stainless Steel,Solid,Crystal Set,Michael Kors,WOMENS,Quartz,Sport,6.0,Scratch Resistant Mineral,Rose Gold-tone,Index,36.0,50.0,0
Stainless steel,Stainless Steel,Solid,Stainless steel,Rudiger,MENS,Quartz,Casual,11.5,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0
Stainless Steel,Crocodile Leather,Solid,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Stick,41.0,30.0,1
Stainless Steel,Leather,Transparent,Stainless Steel,Panerai,MENS,Hand Wind,Luxury,17.0,Scratch Resistant Sapphire,Luminous Gold-tone,Index,47.0,100.0,1
Stainless Steel,Leather,Solid,Stainless Steel set with Crystals,JBW,MENS,Quartz,Dress,13.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,48.0,100.0,0
Stainless Steel,Alligator Leather,Solid,Stainless Steel set with Diamonds,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rhodium-plated,Roman Numeral,39.0,30.0,1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,UNISEX,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Diamond,36.0,100.0,3
18kt Pink Gold,Alligator Leather,Skeleton Transparent,Diamond Set,Audemars Piguet,WOMENS,Automatic,Luxury,9.8,Scratch Resistant Sapphire,Gold-toned,Index,37.0,94.38815128863104,3
Stainless Steel,Leather,Transparent,Stainless Steel,Panerai,MENS,Automatic,Luxury,12.0,Scratch Resistant Sapphire,Hands and Markers,Index,45.0,100.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,WOMENS,Eco-Drive,Dress,8.3,Scratch Resistant Sapphire,Blue,Index-Roman Numeral,29.0,50.0,0
Platinum,Alligator Leather,Transparent See Through,Platinum,Vacheron Constantin,MENS,Hand Wind,Luxury,12.94,Scratch Resistant Sapphire,Silver-tone,Index,43.0,30.0,4
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Citizen,MENS,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,13.0,Scratch Resistant Sapphire,Rose Gold-tone,Index-Roman Numeral,42.0,200.0,0
18kt Pink Gold,Leather,Solid,18kt Pink Gold,Cartier,MENS,Automatic,Luxury,7.65,Scratch Resistant Sapphire,Blue Steel,Roman Numeral,31.0,30.0,1
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,Stainless Steel,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,28.0,100.0,1
Alloy,Leather,Solid,Alloy,August Steiner,MENS,Quartz,Casual,10.0,Mineral Crystal with Hardened Coating,Silver-tone Sword Style,Index Numeral,42.0,30.0,0
Ceramic,Rubber,Transparent,Ceramic,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Alternating Index and Arabic Numeral,44.0,100.0,2
Stainless Steel,Stainless Steel,Transparent,Diamond Set,Longines,WOMENS,Automatic,Luxury,9.0,Scratch Resistant Sapphire,Silver-tone,Diamond,29.0,30.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Bell And Ross,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,100.0,1
Stainless Steel,Stainless Steel and 18kt Yellow Gold,Solid,18kt Yellow Gold,Omega,MENS,Automatic,Dress,10.0,Scratch Resistant Sapphire,Gold,Diamond-set Index,36.0,30.0,1
Stainless Steel,Stainless Steel,Solid,Diamond Set,Chopard,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous,Index,42.0,30.0,2
Stainless Steel,Leather,Solid,Stainless Steel,Fossil,MENS,Quartz,Sport,12.0,Scratch Resistant Mineral,Luminous Silver-tone,Roman Numeral,44.0,50.0,0
Stainless Steel,Alligator/Crocodile Leather,Transparent See Through,Diamond Set,Jaquet Droz,WOMENS,Automatic,Luxury,10.89,Scratch Resistant Sapphire,Blue,Roman Numeral,38.299275680421424,50.0,2
Stainless Steel,Stainless Steel and 18kt Everose Gold Jubilee,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamonds,31.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,10.7,Scratch Resistant Mineral,Black,Index,43.0,100.0,0
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Panerai,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminbous Silver-tone,Index,44.0,300.0,1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tudor,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Index,38.0,100.0,1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Breitling,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone,Index,41.0,30.0,1
Stainless Steel,Stainless Steel and 18kt Everose Gold Jubilee,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamond,31.0,100.0,2
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,37.0,100.0,1
Stainless Steel,Stainless Steel with 18kt Yellow Gold Links,Solid,18kt Yellow Gold,Omega,UNISEX,Automatic,Luxury,7.0,Scratch Resistant Sapphire,Yellow Gold-tone Dauphine-style,Index,36.0,30.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Dress,8.5,Scratch Resistant Sapphire,Silver-tone,Diamond,29.0,30.0,1
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,3
18kt White Gold,Alligator Leather,Skeleton,18kt White Gold,Audemars Piguet,MENS,Automatic,Luxury,9.7,Scratch Resistant Sapphire,Silver-tone Leaf-style shape,Roman Numeral,39.0,20.0,2
Stainless Steel,Stainless Steel and 18kt Rose Gold,Solid,Stainless Steel set with Diamonds,Longines,UNISEX,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Diamond,42.0,30.0,1
Titanium,Rubber,Skeleton Transparent Exhibition See Through,Titanium,Jaquet Droz,MENS,Automatic,Luxury,11.93,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,45.0,50.0,1
Stainless Steel,Stainless Steel Oyster,Solid,Stainless Steel,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,2
Stainless Steel,Rubber,Solid,Ceramic,Tag Heuer,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,43.0,300.0,1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Vacheron Constantin,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,150.0,3
Ceramic,Rubber,Transparent See Through,Ceramic,Hublot,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,45.0,50.0,2
Ceramic,Rubber,Transparent,Ceramic,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Alternating Index and Arabic Numeral,42.0,100.0,2
Stainless Steel,(Alligator) Leather,Solid,Stainless Steel,Longines,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,29.0,30.0,0
Stainless Steel,Leather,Transparent,Stainless Steel,Swatch,UNISEX,Automatic,Casual,14.0,Plexiglass,Luminous Rose Gold-tone,Index,42.0,30.0,0
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,MENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,36.0,300.0,1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Gucci,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Gold-tone Alpha-style,Index,25.0,30.0,0
Stainless Steel,Rubber,Solid,Stainless Steel,Tissot,MENS,Quartz,Sport,12.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,200.0,0
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Dress,6.0,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,32.0,50.0,0
