case_material,band_material,case_back,bezel_material,brand,gender,movement,watch_style,case_thickness,crystal,hands,dial_markers,case_diameter,water_resistance,price_segment,dbscan_cluster
Stainless Steel,Calfskin Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Casual,10.0,Scratch Resistant Mineral,Luminous Gold-tone,Arabic Numeral,45.0,50.0,0,-1
Plasma High-Tech Ceramic,Plasma High-Tech Ceramic,Transparent,High-Tech Ceramic,Rado,MENS,Automatic,Casual,10.4,Scratch Resistant Sapphire,Luminous Silver-tone,Index,40.0,50.0,1,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Armand Nicolet,MENS,Automatic,Dress,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Black Ceramic Ring,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Yellow Gold-tone,Dot,43.0,200.0,1,-1
Stainless Steel,Stainless Steel Mesh,Snap Down,Stainless Steel,Akribos Xxiv,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Luminous Silver-tone,Index,42.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,10.0,Scratch Resistant Sapphire,Blue,Roman Numeral,36.0,30.0,0,-1
18kt White Gold,Leather,Transparent See Through,18kt White Gold,Ulysse Nardin,MENS,Automatic,Luxury,12.5,Scratch Resistant Sapphire,Luminous Blue Leaf-style shape,Index,38.0,30.0,3,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Cartier,MENS,Automatic,Dress,10.0,Scratch Resistant Sapphire,Luminous Silver-tone Sword-shaped,Roman Numeral and Index,42.0,30.0,1,-1
Carbotech,Leather,Solid,Carbotech,Panerai,MENS,Automatic,Sport,18.4,Scratch Resistant Sapphire,Luminous Black,Index,47.0,100.0,2,-1
Titanium,Leather,Transparent,Titanium,Breguet,MENS,Automatic,Casual,11.5,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,40.0,100.0,2,-1
18kt Rose Gold,Alligator Leather,Transparent,18kt Rose Gold,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,42.0,50.0,2,10
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Olivia Burton,WOMENS,Quartz,Fashion,11.196182331158523,Scratch Resistant Mineral,Yellow Gold-tone,Crystal,34.0,10.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Citizen,MENS,Automatic,Casual,12.5,Scratch Resistant Mineral,Silver-tone,Index,42.0,100.0,0,-1
Stainless Steel,Stainless Steel with 18kt Yellow Gold Bars,Solid,18kt Yellow Gold,Omega,WOMENS,Quartz,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold,Index,28.0,30.0,1,-1
Titanium,Leather,Solid,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Skeleton,Index,45.0,50.0,2,-1
Titanium,Rubber,Transparent See Through,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,1,-1
Stainless Steel,Stainless Steel set with Crystals,Solid,Stainless Steel set with Crystals,Fossil,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Silver-tone,Index,36.0,30.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,8.0,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,30.0,0,-1
316L Stainless Steel,316L Stainless Steel,Solid,316L Stainless Steel,Tudor,UNISEX,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Luminous Silver-tone,Diamond,38.0,100.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Orient,WOMENS,Quartz,Casual,7.0,Scratch Resistant Mineral,Silver-tone,Index,30.0,30.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Casual,9.75,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style,Dot,33.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel with an inlaid Black and Blue Ring,Revue Thommen,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,300.0,0,-1
Stainless Steel,Leather,Skeleton Transparent,Stainless Steel,Chopard,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Index,39.0,30.0,1,-1
Stainless Steel,Stainless Steel Rolex Oyster,Solid,18kt White Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,31.0,100.0,2,6
Stainless Steel,Genuine Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Blue,Roman Numeral,39.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gucci,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,32.0,50.0,1,-1
Platinum,Platinum President,Solid,Platinum,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,10 baguette-cut diamonds,40.0,100.0,3,0
Forged carbon,Crocodile Leather,Solid,Ceramic,Audemars Piguet,MENS,Automatic,Luxury,47.85,Scratch Resistant Sapphire,Silver-tone,Arabic,42.0,100.0,3,-1
Stainless Steel,Alligator,Transparent See Through,Stainless Steel,Baume Et Mercier,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Revue Thommen,MENS,Automatic,Dive,12.65,Scratch Resistant Sapphire,Yellow Gold-tone,Index,42.0,300.0,0,-1
Titanium,Rubber with a Black (Alligator) Leather,Transparent,Titanium set with 36 Diamonds,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Polished Rhodium-plated,Index,38.0,50.0,1,-1
Stainless Steel & Yellow Gold,Rubber,Transparent See Through,18kt Yellow gold and Ceramic,Oris,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,41.0,300.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Tissot,WOMENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,35.0,100.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Daniel Wellington,MENS,Quartz,Casual,6.0,Scratch Resistant Mineral,Rose Gold-tone,Index,40.0,30.0,0,-1
Stainless Steel,Stainless Steel,Screw Down Stainless Steel,Stainless Steel with a Black Ion-plated Top Ring,Invicta,WOMENS,Quartz,Sport,10.0,Anti-Reflective Flame Fusion Crystal,Luminous,Dot,25.0,100.0,0,-1
18kt Rose Gold,(Alligator) Leather,Solid,18kt Rose Gold,Cartier,WOMENS,Quartz,Luxury,8.44,Scratch Resistant Sapphire,Gold-tone,Roman Numeral,30.0,30.0,2,-1
Plastic,Silicone,Solid,Plastic and Blue Aluminum Ring,Invicta,MENS,Quartz,Casual,16.65,Scratch Resistant Mineral,Luminous Silver-tone,Dot,51.0,100.0,0,-1
Stainless steel,Leather,Solid,Stainless steel,Rebel,MENS,Quartz,Casual,11.0,Mineral Crystal,Gold-tone,Roman and Arabic Numeral,44.0,50.0,0,-1
Carbon TPT,Silicone,Transparent,Carbon TPT,Richard Mille,UNISEX,Hand Wind,Sport,16.15,Scratch Resistant Sapphire,Gray,Index,49.0,50.0,4,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Stuhrling Original,MENS,Automatic,Dive,14.0,Scratch Resistant Mineral,Rose Gold-tone,Index,44.0,200.0,0,-1
Stainless Steel,Leather,Skeleton,Stainless Steel,Omega,MENS,Automatic,Dress,13.5,Scratch Resistant Sapphire,Luminous,Luminous Index,38.0,150.0,1,-1
Titanium,Titanium 1,Solid,Titanium with a Black Ceramic Ring,Ball,MENS,Automatic,Dive,17.3,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,600.0,1,-1
Stainless Steel,Leather,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,8.5,Scratch Resistant Sapphire,Yellow Gold-tone,Arabic Numeral & Index,37.0,50.0,0,5
Stainless steel,Black crocodile strap,Solid,Stainless Steel,IWC,MENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,"Silver-tone, sweep second",Silver-tone index,39.0,30.0,1,-1
18kt Yellow Gold Diamond Encrusted,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Diamond,26.0,100.0,3,4
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Baume Et Mercier,UNISEX,Automatic,Sport,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,36.0,50.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Green Ring,Revue Thommen,MENS,Automatic,Dive,12.65,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,300.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Longines,WOMENS,Quartz,Luxury,7.3,Scratch Resistant Sapphire,Silver-tone,Diamond,26.0,30.0,1,-1
Stainless Steel,Nylon,Transparent See Through,Stainless Steel,Louis Erard,MENS,Automatic,Casual,11.196182331158523,Scratch Resistant Sapphire,Black,Index,42.0,50.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Longines,WOMENS,Automatic,Luxury,8.72,Scratch Resistant Sapphire,Silver-tone Sword-shaped,Index,30.0,30.0,0,-1
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,WOMENS,Quartz,Dress,7.0,Scratch Resistant Mineral,Silver-tone,Arabic Numeral,38.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,11.196182331158523,Scratch Resistant Mineral,Yellow Gold-tone,Index,30.0,50.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Mathey-Tissot,MENS,Automatic,Casual,13.0,Scratch Resistant Mineral,Silver-tone,Index,42.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,JBW,WOMENS,Quartz,Dress,7.0,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,38.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel with an inlaid Blue Ring,Revue Thommen,MENS,Automatic,Sport,14.0,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,42.0,300.0,0,-1
Titanium,Titanium 1,Solid,Titanium with an inlaid Green Ceramic Ring,Tag Heuer,MENS,Automatic,Luxury,11.15,Scratch Resistant Sapphire,Luminous Silver-tone,Dot,43.0,300.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Zenith,MENS,Automatic,Luxury,12.6,Scratch Resistant Sapphire,Silver-tone,Index,37.0,50.0,1,-1
18kt Rose Gold,18kt Rose Gold,Transparent,18kt Rose Gold,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Index,35.0,100.0,2,-1
Stainless Steel,Leather,Solid,Stainless Steel,Citizen,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Gold-tone,Index,42.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,11.196182331158523,Scratch Resistant Sapphire,Gold-tone Sword-shaped,Roman Numeral,28.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Jaeger LeCoultre,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Arabic Numeral,16.0,30.0,1,-1
Stainless Steel,Stainless Steel Mesh,Solid,Stainless Steel set with Diamonds,Burgi,WOMENS,Quartz,Casual,8.0,Mineral with a Hardened Coating,Rose Gold-tone,Diamond,29.0,30.0,0,-1
Stainless Steel and 18kt Yellow Gold,Stainless Steel and 18kt Yellow Gold Rolex Oyster,Solid,18kt Yellow Gold,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamonds,28.0,100.0,2,-1
18kt Rose Gold,Calfskin Leather,Solid,18kt Rose Gold,Breitling,MENS,Hand Wind,Luxury,11.196182331158523,Hesalite,Silver-tone,Arabic Numeral,38.299275680421424,30.0,2,-1
Stainless Steel,Silicone,Solid,Stainless Steel and Aluminum,Invicta,MENS,Quartz,Sport,11.196182331158523,Flame Fusion,Gold-tone,Index,50.0,100.0,0,-1
Stainless Steel,Stainless Steel and 18kt Everose Gold Oyster,Solid,18kt Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Roman Numeral,31.0,100.0,2,6
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Carl F. Bucherer,MENS,Automatic,Luxury,14.3,Scratch Resistant Sapphire,Rose Gold-tone,Index,42.0,30.0,3,-1
Stainless Steel/18k White Gold,Stainless Steel Rolex Oyster,Screw-down,Stainless Steel,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,31.0,100.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Versace,MENS,Quartz,Dress,10.0,Scratch Resistant Sapphire,Silver-tone,Index / Roman Numeral,42.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel with an inlaid Black Aluminium Ring,Tudor,MENS,Automatic,Luxury,15.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,41.0,200.0,1,-1
Stainless Steel,Metal,Solid,Stainless Steel,Frederique Constant,WOMENS,Quartz,Dress,6.8,Scratch Resistant Sapphire,Black,Roman Numeral,38.299275680421424,30.0,0,-1
Stainless Steel,Stainless Steel with 18k Everose Gold Rolex Oyster,Solid,18kt Everose Gold set with Diamonds,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Luminous Rose Gold,Index,36.0,100.0,2,-1
Alloy,Genuine Leather,Solid,Alloy,Elevon,MENS,Quartz,Casual,11.0,Scratch Resistant Mineral,Silver-tone Cathedral-style,Arabic Numeral,42.0,50.0,0,-1
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Armand Nicolet,WOMENS,Automatic,Luxury,11.8,Scratch Resistant Sapphire,Luminous Silver-tone Leaf-style,Index,34.0,100.0,0,-1
18kt White Gold,Alligator Leather,Solid,18kt White Gold,Patek Philippe,MENS,Hand Wind,Luxury,8.0,Scratch Resistant Sapphire,Silver-tone Dauphine-style shape,Index,37.0,30.0,2,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Raymond Weil,MENS,Automatic,Casual,10.6,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Patek Philippe,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,40.0,60.0,4,7
Composite Metal,Stainless Steel Mesh,Solid,Composite Metal,Burgi,WOMENS,Quartz,Fashion,9.0,Scratch Resistant Mineral,Luminous Gold-tone,Diamond,32.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,44.0,500.0,1,-1
18kt Rose Gold,Alligator Lined with Rubber,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Blancpain,MENS,Automatic,Luxury,13.75,Scratch Resistant Sapphire,Rose Gold-tone,Index- Arabic Numerals,43.0,100.0,2,-1
Stainless Steel,Synthetic,Solid,Stainless Steel,Tissot,WOMENS,Quartz,Dress,7.1,Scratch Resistant Sapphire,Silver-tone,Index and Diamond,20.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,14.0,Scratch Resistant Mineral,Silver-tone,Index,45.0,100.0,0,-1
18kt White Gold,Leather,Solid,18kt White Gold,Breguet,MENS,Automatic,Luxury,10.8,Scratch Resistant Sapphire,"Blued ""Breguet"" Style",Roman Numeral,40.0,30.0,2,-1
Stainless Steel,(Alligator) Leather,Transparent,Stainless Steel,Blancpain,MENS,Automatic,Luxury,8.35,Scratch Resistant Sapphire,Luminous Silver-tone,Roman Numeral,38.0,30.0,1,-1
Stainless Steel,Rubber,Solid,Stainless Steel with a Black Ceramic Ring,Longines,MENS,Automatic,Sport,12.9,Scratch Resistant Sapphire,Silver-tone,Index,41.0,300.0,1,-1
316L Stainless Steel,Leather,Solid,316L Stainless Steel,Mathey-Tissot,WOMENS,Quartz,Casual,4.0,Scratch Resistant Sapphire,Luminous Silver-tone,Index,30.0,50.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Mido,WOMENS,Automatic,Dress,9.0,Scratch Resistant Sapphire,Silver-tone Dauphine-style,Diamond,29.0,50.0,0,-1
Titanium,Leather,Skeleton Transparent Exhibition See Through,Diamond Set,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Polished Finished White Gold,Index,45.0,50.0,3,14
18 ct Everose Gold,18 ct Everose Gold Rolex President,Solid,18 ct Everose Gold,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Everose Gold,Diamonds,31.0,100.0,3,2
18kt Rose Gold,Alligator Leather,Skeleton Transparent Exhibition See Through,18kt Rose Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,8.2,Scratch Resistant Sapphire,Black,Roman Numeral,39.0,30.0,3,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Gv2 By Gevril,WOMENS,Quartz,Fashion,12.0,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral & Index,36.0,50.0,0,-1
Stainless steel,Stainless Steel,Solid,Stainless steel,Johan Eric,MENS,Quartz,Casual,9.0,Scratch Resistant Mineral,Gold-tone,Index,42.0,50.0,0,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Mido,MENS,Automatic,Dress,6.95,Scratch Resistant Sapphire,Silver-tone and Blue,Index,39.0,30.0,0,-1
Platinum,Alligator Leather,Skeleton Transparent Exhibition See Through,Platinum,Blancpain,MENS,Automatic,Luxury,13.0,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,42.0,100.0,4,-1
Stainless Steel,Stainless Steel,Transparent See Through,Stainless Steel,Omega,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,43.0,150.0,1,-1
Stainless Steel,Stainless Steel set with Crystals,Solid,Stainless Steel,Swarovski,WOMENS,Quartz,Dress,11.196182331158523,Scratch Resistant Mineral,Rose Gold-tone,Crystal,30.0,50.0,0,-1
950 Platinum,950 Platinum,Skeleton,950 Platinum,Audemars Piguet,MENS,Automatic,Luxury,14.0,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,42.0,94.38815128863104,4,-1
Brass set with Swarovski Crystals,Leather,Solid,Brass set with Swarovski Crystals,Burgi,WOMENS,Quartz,Fashion,7.6,Scratch Resistant Mineral,Rose Gold-tone,Swarovski Crystal,28.0,30.0,0,-1
Titanium,Rubber,Solid,Ceramic,Tissot,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Sapphire,Black,Index,47.0,100.0,0,-1
Stainless Steel,Stainless Steel Rolex Jubilee,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,41.0,100.0,2,3
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Omega,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Diamond and Roman Numeral,32.0,30.0,1,-1
Brass set with Swarovski Crystals,Leather,Solid,Brass set with Swarovski Crystals,Akribos Xxiv,WOMENS,Quartz,Fashion,8.0,Scratch Resistant Mineral,Silver-tone Alpha-style,Index,35.0,30.0,0,-1
Titanium,Rubber,Transparent,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,38.299275680421424,50.0,1,-1
18kt White Gold,(Alligator) Leather,Transparent,18kt White Gold,Blancpain,MENS,Automatic,Luxury,10.88,Scratch Resistant Sapphire,Silver-tone Skeleton,Roman Numeral,40.0,30.0,2,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,MENS,Quartz,Sport,11.196182331158523,Scratch Resistant Mineral,Silver-tone,Index,40.0,200.0,0,-1
18kt Rose Gold,Leather,Transparent,18kt Rose Gold,Vacheron Constantin,MENS,Hand Wind,Luxury,10.35,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral,40.0,30.0,3,-1
Stainless Steel,Stainless Steel,Solid,Diamond Set,Tudor,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Diamond,31.0,100.0,1,6
Alloy,Stainless Steel,Solid,Alloy,Stuhrling Original,MENS,Quartz,Casual,8.75,Krysterna,Yellow Gold-tone,Arabic Numeral,48.0,30.0,0,-1
18kt White Gold (Diamond-Set Lug),18kt White Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,26.0,100.0,3,4
Stainless Steel,(Glossy Alligator) Leather,Transparent,Stainless Steel,Chopard,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone Sword-shaped,Index,30.0,30.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Tissot,UNISEX,Quartz,Casual,9.6,Scratch Resistant Sapphire,Gold-tone,Index,35.0,100.0,0,-1
18kt Rose Gold,Rubber,Transparent,18kt Rose Gold with a Brown Ceramic Top Ring,Breitling,MENS,Automatic,Luxury,14.4,Scratch Resistant Sapphire,Rose Gold,Index,44.0,200.0,2,-1
18kt Yellow Gold,18kt Yellow Gold Rolex President,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold-Tone,Roman Numeral,26.0,100.0,2,4
Bronze,Rubber and Leather,Transparent,Bronze,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Gold-tone,Index,45.0,50.0,2,14
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Mathey-Tissot,MENS,Quartz,Casual,8.0,Scratch Resistant Mineral,Luminous Blue Leaf-style shape,Index,42.0,50.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Armand Nicolet,MENS,Automatic,Sport,13.0,Scratch Resistant Sapphire,Silver-tone,Index-Arabic Numeral,42.0,100.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Seiko,MENS,Automatic,Casual,11.0,Scratch Resistant Hardlex,Luminous Yellow Gold-tone,Roman Numeral and Index,38.0,30.0,0,-1
Composite Metal,Leather,Solid,Composite Metal,Joshua And Sons,MENS,Quartz,Fashion,14.0,Scratch Resistant Mineral,Luminous Black,Index,48.0,30.0,0,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.65,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,1,-1
Stainless Steel,Canvas (Rubber Backed),Transparent,Stainless Steel with a Black Ceramic Ring,Blancpain,MENS,Automatic,Dive,13.9,Scratch Resistant Sapphire,Luminous Silver-tone,Index,43.0,300.0,2,-1
Stainless Steel,Leather,Transparent,Stainless Steel,Gevril,MENS,Automatic,Luxury,7.5,Scratch Resistant Sapphire,Silver-tone,Index,40.0,50.0,1,-1
Stainless Steel and 18kt Everose Gold,Stainless Steel and 18K Everose Gold Rolex Jubilee,Solid,18kt Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Rose Gold-Tone,Roman,36.0,100.0,2,1
18k Everose Gold,18k Everose Gold Rolex President,Screw Down,18k Everose Gold,Rolex,WOMENS,Automatic,Dress,11.196182331158523,Scratch Resistant Sapphire,Rose Gold,Diamond,28.0,100.0,3,-1
Stainless Steel,Stainless Steel Mesh,Solid,Ceramic,Breitling,MENS,Automatic,Luxury,9.99,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel set with Diamonds,Bulova,WOMENS,Quartz,Casual,8.4,Scratch Resistant Sapphire,Silver-tone,Index,32.0,30.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Invicta,WOMENS,Quartz,Casual,11.196182331158523,Flame Fusion,Silver-tone,Index,38.0,100.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Breitling,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Black,Arabic Numeral,41.0,100.0,1,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Citizen,MENS,Eco-Drive,Sport,12.4,Scratch Resistant Mineral,Silver-tone,Index,44.0,100.0,0,-1
18KT Yellow Gold,18KT Yellow Gold President,Solid,18KT Everose Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Yellow Gold,Index,36.0,100.0,3,-1
18kt Pink Gold,(Croco-Embossed) Leather,Solid,18kt Pink Gold,Longines,WOMENS,Automatic,Dress,8.7,Scratch Resistant Sapphire,Black,Roman Numeral,27.0,30.0,1,-1
Stainless Steel,Stainless Steel,Skeleton,Stainless Steel,Hamilton,MENS,Automatic,Luxury,11.0,Scratch Resistant Sapphire,Rose Gold-tone,Index,38.299275680421424,50.0,0,-1
Titanium,Alligator,Transparent See Through,Titanium,Hublot,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Index,42.0,100.0,2,10
18kt White Gold,18kt White Gold President,Solid,18kt White Gold,Rolex,MENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,40.0,100.0,3,0
18kt White Gold,Alligator,Transparent See Through,Diamond Set 18kt White Gold,Chopard,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,35.0,94.38815128863104,3,-1
Stainless Steel,Rubber,Transparent,Stainless Steel,Reign,MENS,Automatic,Casual,14.0,Scratch Resistant Mineral,Black,Arabic Numeral & Index,42.0,100.0,0,-1
18kt White Gold (Diamond-Set Lug),18kt White Gold Rolex Oyster,Solid,Diamond Set,Rolex,WOMENS,Automatic,Luxury,11.196182331158523,Scratch Resistant Sapphire,Silver-tone,Diamond,26.0,100.0,3,4
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Breitling,MENS,Automatic,Luxury,13.6,Scratch Resistant Sapphire,Luminous Silver-tone,Index,42.0,100.0,1,-1
Stainless Steel,Stainless Steel,Transparent,Stainless Steel,Orient,MENS,Automatic,Dress,12.0,Scratch Resistant Mineral,Silver-tone,Index,40.0,30.0,0,-1
Stainless Steel,Leather,Solid,Stainless Steel,Just Cavalli,MENS,Quartz,Casual,12.0,Scratch Resistant Mineral,Black,Index,40.0,50.0,0,-1
Stainless Steel,Stainless Steel,Solid,Stainless Steel,Breitling,MENS,Automatic,Dive,17.75,Scratch Resistant Sapphire,Luminous Silver-tone,Index,48.0,300.0,1,-1
Ceramic,Calfskin leather,Transparent See Through,Ceramic,Breitling,MENS,Automatic,Sport,15.2,Scratch Resistant Sapphire,Luminous,Arabic Numeral,44.0,300.0,1,-1
