Price,CASE_MATERIAL,CASE_SHAPE,CASE_BACK,BAND_MATERIAL,BAND_TYPE,BAND_COLOR,CLASP,DIAL_COLOR,TYPE,CRYSTAL,HANDS,DIAL_MARKERS,SECOND_MARKERS,BEZEL,BEZEL_COLOR,BEZEL_MATERIAL,BRAND,COLLECTION_NAME,GENDER,MODEL,MOVEMENT,ENGINE,CALENDAR,FUNCTIONS,WATCH_FEATURES,WATCH_STYLE,CASE_DIAMETER,WATER_RESISTANCE,CASE_THICKNESS
1355.0,Stainless Steel,Round,Transparent See Through,Leather,Strap,Blue,,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Longines,Flagship,Mens,L4.984.4.92.2,Automatic,Longines Calibre L888,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Leather, Stainless Steel",Luxury,40.0,30.0,
6950.0,Stainless Steel,Round,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Brown,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Bi-directional Rotating,Silver-tone,Stainless Steel,Breitling,Navitimer,Mens,AB0138241K1A1,Automatic,Breitling Calibre 01,Date display at the 6 o'clock position,"Chronograph, Column Wheel, Date, Hour, Minute, Second, Chronometer","Analog, Chronometer, Stainless Steel, Chronograph",Luxury,43.0,30.0,
18395.0,18kt White Gold,Round,Solid,(Alligator) Leather,Strap,Black,Tang,Silver,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around an inner ring,Fixed Domed and Fluted,,18kt White Gold,Rolex,Cellini,Mens,50529SSBKL,Automatic,Rolex Calibre 3180,,"GMT, Second Time Zone, Hour, Minute, Second, Day/Night Indicator, Chronometer","Alligator Leather, Analog, GMT, Day/Night Indicator, Chronometer, Gold, Leather, Time Zone",Luxury,39.0,50.0,
4055.0,Stainless Steel,Round,Solid,Leather,Strap,Brown,Tang,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around the outer rim,Uni-directional Rotating,,18k Rose Gold,Breitling,Galactic 36,Womens,C3733012/BA54.416X.A16BA.1,Automatic,Breitling Calibre B37,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Dress,36.0,100.0,
2065.0,Stainless Steel,Round,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Deployment with Push Button Release,Red,Analog,Scratch Resistant Sapphire,Silver-tone,Roman & Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Baume Et Mercier,Classima,Womens,M0A10691,Automatic,ETA Caliber 2892-A2,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Analog",Casual,34.0,50.0,
23495.0,18kt Rose Gold,Round,Transparent See Through,Alligator Leather,Strap,Brown,Fold Over,Black Cambered (slightly domed) Enamel,Analog,Scratch Resistant Sapphire,Leaf Shaped Rose Gold Leaf-style shape,Roman Numeral,Date Scale around the outer rim,Fixed,,18kt Rose Gold,Blancpain,Villeret Complete Calendar 8 Days,Mens,6639-3637-55B,Automatic,Blancpain Calibre 6639,Day odf the Week and Month display below the 12 o'clock position,"Month, Date, Day, Hour, Minute, Second, Moon Phase","Alligator Leather, Analog, Month, Gold, Leather, Moon Phase",Luxury,42.0,30.0,13.07
17500.0,Stainless Steel,Round,Solid,Stainless Steel Jubilee,Bracelet,Silver-tone,Folding Oysterclasp,Mint Green Fluted,Analog,Scratch Resistant Sapphire,,Index,,Fixed,,Stainless Steel,Rolex,Datejust,Mens,M126300-0022,Automatic,Rolex Calibre 3235,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Luxury,41.0,100.0,
3045.0,Stainless Steel,Dodecagon,Solid,Stainless Steel,Bracelet,Silver-tone,Fold Over,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral & Index,,Fixed,Silver-tone,Diamond Set Stainless Steel,Baume Et Mercier,Riviera,Womens,M0A10662,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel, Diamond",Casual,36.0,50.0,
1525.0,Stainless Steel,Round,Transparent,Alligator Leather,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,Arabic Numeral Minute Markers (at 5 minute intervals),Fixed,Silver-tone,Stainless Steel,Longines,Master Collection,Womens,L2.257.4.51.7,Automatic,Longines Calibre L595,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Alligator Leather, Analog, Leather, Stainless Steel",Casual,29.0,30.0,9.0
7875.0,Stainless Steel,Round,Transparent,(Alligator) Leather,Strap,Black,Tang,Green,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Index,"Arabic Numerals appear at the 3, 6 and 9 o'clock positions. Minute Markers around the outer rim",Fixed,Silver-tone,Stainless Steel,Glashutte Original,Senator Sixties,Mens,2-39-47-04-02-04,Automatic,Glashutte Calibre 39-47,Date display above the 6 o'clock position,"Big Date, Hour, Minute, Second","Alligator Leather, Analog, Leather, Stainless Steel",Luxury,42.0,30.0,12.4
64975.0,18kt Yellow Gold,Round,Solid,Brushed and Polished 18kt Yellow Gold President,Bracelet,,Crownclasp,Green,Analog,Scratch Resistant Sapphire,Yellow Gold,Diamond,,Fluted,,18kt Yellow Gold,Rolex,Day-Date,Unisex,M128238-0069,Automatic,Rolex Calibre 3255,Date display at the 3 o'clock position,"Date, Day, Hour, Minute, Second, Chronometer, Shock Resistant, Magnetic Resistant","Analog, Chronometer, Gold, Diamond",Luxury,36.0,100.0,
11125.0,Stainless Steel,Square,Transparent,Rubber,Strap,Black,Folding Buckle,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Piaget,Polo,Mens,G0A47014,Automatic,Piaget Calibre 1110P,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Rubber, Stainless Steel",Luxury,42.0,100.0,9.4
2125.0,Stainless Steel,Round,Transparent,Rubber,Strap,Black,Deployment with Push Button Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Rotating Compass,Black Glass Top Ring,Stainless Steel,Alpina,Extreme Sailing,Mens,AL-880LB4V6,Automatic,Alpina Calibre AL-880,,"Chronograph, Regatta-Countdown, Hour, Minute, Second, Compass","Analog, Rubber, Stainless Steel, Compass, Chronograph",Sport,48.0,300.0,16.0
11445.0,Stainless Steel,Round,Transparent,Leather,Strap,Brown,Fold Over,Copper,Analog,Scratch Resistant Sapphire,Luminous Silver-tone,Arabic Numeral,Minute Markers. Arabic Numeral Minute Markers (at 5 minute intervals). Tachymeter Markings around the outer rim,Fixed,Silver-tone,Stainless Steel,Breitling,Premier B25 Datora,Mens,AB2510201K1P1S,Automatic,Breitling Calibre 25,Day of the Week and Month display below the 12 o'clock position,"Chronograph, Tachymeter, Date, Day, Month, Hour, Minute, Small Second","Analog, Month, Leather, Stainless Steel, Chronograph",Luxury,42.0,100.0,15.3
6195.0,Stainless Steel,Round,Transparent See Through,Leather,Strap,Brown,,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed Tachymeter Scale,Blue,Stainless Steel,Omega,Speedmaster,Mens,329.32.43.51.03.001,Hand Wind,Omega Calibre 9908,,"Chronograph, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph",Luxury,43.0,50.0,
775.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold PVD),Fold Over with Safety Release,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Diamond,Minute Markers around the outer rim,Fixed,Rose Gold PVD,Stainless Steel,Longines,Conquest,Womens,L3.377.3.88.7,Quartz,Longines Calibre L156,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Dress,34.0,300.0,9.0
289.0,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Silver-tone,Fold Over,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Arabic Numeral Minute markers (at 5 minute intervals) around the outer rim,Fixed,Silver-tone,Stainless Steel,Mido,X,Womens,M733041812,Automatic,,Day of the Week and Date display at the 3 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Stainless Steel",Casual,30.0,50.0,9.55
2935.0,Stainless Steel,Round,,Leather,Strap,Brown,Folding,Silver,Analog,Scratch Resistant Sapphire,Black Snowflake,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Tudor,Black Bay 41,Mens,M79540-0013,Automatic,Tudor Calibre T600,,"Hour, Minute, Second","Analog, Leather, Stainless Steel",Luxury,41.0,150.0,
4660.0,Stainless Steel,Round,Solid,Calfskin Leather,Strap,Brown,Buckle,Black,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around the outer rim,Bi-directional Rotating,,18kt Rose Gold with a Black Ceramic Ring,Breitling,Superocean Heritage '57,Mens,U10370121B1X1,Automatic,Breitling Calibre 10,,"Hour, Minute, Second","Analog, Ceramic, Gold, Leather, Stainless Steel",Luxury,42.0,100.0,9.9
477250.0,Frosted 18kt White Gold,Round,Transparent See Through,Frosted 18kt White Gold,Bracelet,,Fold Over with Safety Release,Transparent,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,,Rainbow Set With Baguette-Cut Multicoloured Gemstones,Audemars Piguet,Royal Oak,Mens,15412BC.YG.1224BC.03,Automatic,Audemars Piguet Calibre 3132,,"Hour, Minute, Second","Analog, Gold",Luxury,41.0,50.0,10.1
3905.0,Stainless Steel,Round,Solid,Calfskin Leather,Strap,Black,Tang,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Bi-directional Rotating,,Stainless Steel with a Black Ceramic Ring,Breitling,Superocean Heritage 57,Mens,A10370121B1X1,Automatic,Breitling Calibre 10,,"Hour, Minute, Second","Analog, Ceramic, Leather, Stainless Steel",Luxury,42.0,100.0,9.9
17500.0,18kt Rose Gold,Square,Solid,(Alligator) Leather,Strap,Red,Tang,Silver,Analog,Scratch Resistant Sapphire,Blued-steel Sword-shaped,Roman Numeral,Minute Markers around the outer rim,Fixed,Rose Gold-tone,18kt Rose Gold set with Diamonds,Cartier,Santos,Womens,WJSA0017,Quartz,,,"Hour, Minute","Alligator Leather, Analog, Gold, Leather, Diamond",Luxury,27.0,30.0,7.3
13800.0,Stainless Steel,Cushion,Skeleton,Leather,Strap,Brown,Tang,Black,Analog,Scratch Resistant Sapphire,Luminous Black,Index,"Arabic Numerals mark the 6, 9 and 12 o'clock positions",Fixed,Silver-tone,Stainless Steel,Panerai,Luminor 1950 10 Days Gmt,Mens,PAM00533,Automatic,Panerai Calibre P.2003,Date display at the 3 o'clock position,"GMT, Second Time Zone, Date, Hour, Minute, Small Second, Power Reserve Indicator, Day/Night Indicator","Analog, GMT, Day/Night Indicator, Power Reserve Indicator, Leather, Stainless Steel, Time Zone",Luxury,44.0,100.0,8.0
3080.0,Stainless Steel,Round,Solid,Fabric,Strap,Grey,Deployant Buckle,Black,Analog,Scratch Resistant Sapphire,Luminous,Index-Arabic Numeral,Minute Markers around the outer rim,Fixed,Grey,Stainless Steel,Oris,,Mens,01 733 7705 4234-SET5 23 16GFC,Automatic,Oris Calibre 733,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Stainless Steel, Analog",Casual,47.0,100.0,
3295.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,Folding,Pink Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Breitling,Navitimer,Womens,A77320D91K1A1,Quartz,Breitling Calibre 77,,"Hour, Minute, Second, Chronometer","Analog, Chronometer, Stainless Steel, Diamond",Casual,32.0,50.0,8.0
499.0,Stainless Steel Rose Gold PVD Plated,Round,Solid,Genuine Calf Leather Strap With Alligator Motif,Strap,Grey,Buckle,Rosé,Analog,Scratch Resistant Sapphire,Blue,Roman Numeral,,Fixed,Rose Gold-tone,Stainless Steel Rose Gold PVD Plated,Raymond Weil,Toccata,Mens,5485-PC5-00859,Quartz,,Date display at the 3 o'clock position,"Date, Hour, Minute","Alligator Leather, Analog, Gold, Leather, Stainless Steel",,39.0,50.0,7.89
937.5,"CVD-coated hardmetal, Stainless steel / PVD",Oval,Solid,Stainless steel / PVD,Bracelet,Yellow Gold tone,Fold Over with Safety Release,Champagne,Analog,Scratch Resistant Sapphire,Gold-tone,Diamond,,Fixed,Gold-tone,Stainless steel / PVD,Rado,Original,Womens,R12416803,Automatic,,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Casual,27.0,30.0,10.7
9490.0,Oystersteel,Round,Solid,Oystersteel Jubilee,Bracelet,Silver-tone,Crownclasp,Dark Grey,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Oystersteel,Rolex,Datejust 31,Womens,278240RSJ,Automatic,Rolex Calibre 2236,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Chronometer","Analog, Chronometer",Luxury,31.0,100.0,
154.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Deployment with Push Button Release,White,Analog,Scratch Resistant Mineral,Rose Gold-tone,Roman Numeral-Crystal,,Fixed,Rose Gold-tone,Stainless Steel,Citizen,,Womens,FE1246-85A,Eco-Drive,Citizen Caliber Eco-Drive J710,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Solar-powered","Analog, Solar, Gold, Stainless Steel",Dress,29.0,30.0,
7250.0,Stainless Steel,Round,Transparent See Through,Alligator,Strap,Red,Fold Over with Safety Release,Pink,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Rubyv,,Fixed,Rose Gold-tone,18kt Rose Gold,Omega,Seamaster,Womens,220.23.34.20.60.001,Automatic,Omega Calibre 8800,Date display at the 6 o'clock position,"Date, Hour, Minute, Second, Co-Axial Escapement, Chronometer, Magnetic Resistant","Alligator Leather, Analog, Chronometer, Gold, Stainless Steel",Luxury,34.0,150.0,
51345.0,18kt White Gold,Round,Transparent,Leather,Strap,Brown,Deployment,Cream,Analog,Scratch Resistant Sapphire,Luminous Leaf-style shape,Index,Minute Markers around the outer rim,Fixed,,18kt White Gold,Patek Philippe,Complications,Mens,5146G-001,Automatic,Patek Philippe Calibre 324 S IRM QA LU,Date display at the 6 o'clock position,"Annual Calendar, Moon Phase, Month, Date, Day, Hour, Minute, Second, Power Reserve Indicator","Analog, Annual Calendar, Power Reserve Indicator, Month, Gold, Leather, Moon Phase",Luxury,39.0,30.0,
5040.0,Stainless Steel,Round,Transparent,Stainless Steel,Bracelet,Silver-tone,,Sandstone,Analog,Scratch Resistant Sapphire,Silver-tone,Index,,Fixed,Silver-tone,Stainless Steel,Omega,Seamaster Aqua Terra,Womens,220.10.34.20.09.001,Automatic,Omega Calibre 8800,Date display at the 6 o'clock position,"Date, Hour, Minute, Second, Co-Axial Escapement, Chronometer, Magnetic Resistant","Analog, Chronometer, Stainless Steel",Luxury,34.0,150.0,
245525.0,18kt King Gold,Round,,Rubber/Alligator Leather,Strap,Black,,Skeleton,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around the outer rim,Fixed - Carbon Fiber/Rubber,,,Hublot,Big Bang King Power,Mens,704.OQ.1138.GR,Hand Wind,Hublot Calibre HUB8100,,"Hour, Minute, Second, Minute Repeater","Alligator Leather, Analog, Repeater, Gold, Leather, Rubber, Chronograph",Luxury,48.0,,
134.0,Stainless Steel,Round,Solid,Leather,Strap,Black,Buckle,Black,Analog,Scratch Resistant Mineral,Rose Gold-tone,Index-Roman Numeral,Roman Numeral Marker appears at the 12 o'clock position. Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Citizen,,Womens,FE2110-14E,Eco-Drive,Citizen Caliber Eco-Drive J730,,"Hour, Minute, Second, Solar-powered","Analog, Solar, Gold, Leather, Stainless Steel",Dress,31.0,100.0,8.6
246.46,Stainless Steel,Round,Solid,Leather,Strap,Brown,Tang,Grey,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around the outer rim,Fixed,Rose Gold IP,Stainless Steel,Citizen,,Mens,CA0843-11H,Eco-Drive,Citizen Caliber Eco-Drive B612,Date display at the 3 o'clock position,"Chronograph, Date, Hour, Minute, Second, Solar-powered","Analog, Solar, Gold, Leather, Stainless Steel, Chronograph",Sport,43.0,100.0,
1665.0,Titanium,Round,Solid,Rubber,Strap,Black,Folding,Black,Analog-Digital,Scratch Resistant Sapphire,Black,Arabic Numeral,Minute Markers around the outer rim,Fixed,Black,Titanium,Tag Heuer,Connected Calibre E4,Mens,SBR8081.BT6299,Quartz,,,"Hour, Minute, Second, Wi-Fi, Bluetooth 5.0, NFC, GNSS, Heart rate, Compass, Microphone, Barometer","Bluetooth, Digital, Analog, Rubber, Titanium, Heart Rate Monitor, Compass",Sport,42.0,50.0,13.9
4595.0,Stainless Steel,Round,Solid,Leather,Strap,Brown,Fold Over with Safety Release,White,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,IWC,Portofino Pointer Date,Mens,IW359201,Automatic,IWC Calibre 35160,Date display at the 6 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel",Luxury,39.0,50.0,
698.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Silver-tone,,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Arabic Numeral Minute Markers (at 5 minute intervals),Fixed,Silver-tone,Stainless Steel,Alpina,Regulator,Mens,AL-650BSS5E6B,Hand Wind,Alpina Calibre AL-650,,"Hour, Minute, Second","Analog, Stainless Steel",Sport,45.0,100.0,
5580.0,Stainless Steel,Round,Solid,Rubber (Black Diver Pro III),Strap,Black,Tang,Black,Analog,Glareproofed Sapphire,Silver-tone,Index,Minute Markers. 1/100th Markers around the outer rim,Uni-directional Rotating,Silver-tone,Stainless Steel with a Black Ring,Breitling,SuperOcean Chronograph II,Mens,A1334102-BA85-134ARS-RDS,Automatic,Breitling Calibre 13,Date display at the 3 o'clock position,"Chronograph, Chronometer, Date, Hour, Minute, Second","Analog, Chronometer, Rubber, Stainless Steel, Chronograph",Casual,44.0,500.0,17.0
47115.0,18kt Rose Gold,Round,Transparent See Through,Rubber,Strap,Black,Buckle,Blue,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Index,Minute Markers around the outer rim,Fixed,Rose Gold-tone,18kt Rose Gold,Audemars Piguet,Code 11.59,Mens,26393OR.OO.A002KB.03,Automatic,Audemars Piguet Calibre 4401,Date display between 4 and 5 o'clock position,"Chronograph, Column Wheel, FlyBack, Date, Hour, Minute, Second","Analog, Flyback, Gold, Rubber, Chronograph",Luxury,41.0,30.0,12.6
4020.0,Stainless Steel,Round,Solid,(Alligator) Leather,Strap,Brown,Tang,Sun-Brushed Silvery Opaline,Analog,Scratch Resistant Sapphire,Rose Gold-tone Dauphine-style shape,Roman Numeral and Dot,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Omega,De Ville Prestige,Mens,424.13.40.21.02.002,Automatic,Omega Calibre 2627,Date display at the 3 o'clock position,"Date, Hour, Minute, Second, Power Reserve Indicator, Co-Axial Escapement, Chronometer","Alligator Leather, Analog, Power Reserve Indicator, Chronometer, Gold, Leather, Stainless Steel",Luxury,39.0,30.0,11.0
1070.0,Stainless Steel,Round,Solid,Stainless Steel,Bracelet,Two-tone (Silver-tone and Rose Gold-tone),Deployment with Push Button Release,Blue,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Roman Numeral & Index,,Fixed,Rose Gold-tone,Stainless Steel,Baume Et Mercier,Promesse,Womens,M0A10251,Quartz,,,"Hour, Minute","Analog, Gold, Stainless Steel",Luxury,34.0,50.0,8.13
1384.0,Stainless Steel,Oval,Solid,Stainless Steel,Bracelet,Gold-tone,Fold Over with Safety Release,Gold,Analog,Scratch Resistant Sapphire,Gold-tone,Index,Minute Markers around the outer rim,Fixed,Gold-tone,Stainless Steel,Rado,New Original,Mens,R12999253,Automatic,,Day of the Week and Date display at the 6 o'clock position,"Date, Day, Hour, Minute, Second","Analog, Gold, Stainless Steel",Dress,38.0,100.0,12.6
1565.0,Stainless Steel,Round,Transparent See Through,Leather,Strap,Blue,Deployment with Push Button Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Arabic Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Raymond Weil,Freelancer,Mens,2761-STC-50001,Automatic,,Date display at the 6 o'clock position,"Date, GMT, Second Time Zone, Hour, Minute, Second","Analog, GMT, Leather, Stainless Steel, Time Zone",Casual,40.0,100.0,
45500.0,18kt White Gold,Round,Solid,Rubber,Strap,Black,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Bi-directional Rotating Ring Command,,18kt White Gold,Rolex,Sky Dweller,Mens,336239-0002,Automatic,Rolex Calibre 9002,Date display at the 3 o'clock position,"Annual Calendar, Month, Date, GMT, Second Time Zone, Hour, Minute, Second, Chronometer","Month, Analog, GMT, Annual Calendar, Chronometer, Gold, Rubber, Time Zone",Luxury,42.0,100.0,
4975.0,Brushed Stainless Steel Case,Round,,Rubber,Strap,Black,stainless steel tang buckle,White,Analog,Scratch Resistant Sapphire,Luminous,"Luminous Dots, with sticks",,fixed,,,Chopard,L.U.C Sport,Mens,168200-3001WH,Automatic,,Date display at the 3 o'clock position,Hours/ Minutes/ Seconds/ Date,"Analog, Chronometer, Rubber, Stainless Steel",Sport,40.0,100.0,10.5
3070.0,18kt Rose Gold,Round,Transparent,Leather,Strap,Black,Deployment with Push Button Release,White,Analog,Scratch Resistant Sapphire,Rose Gold-tone,Arabic Numeral & Index,Minute Markers around the outer rim,Fixed,Rose Gold-tone,18kt Rose Gold,Longines,Conquest,Womens,L3.276.8.16.3,Automatic,Longines Calibre L595,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Leather",Luxury,29.0,300.0,8.8
3045.0,Stainless Steel,Round,Skeleton,Alligator Leather,Strap,Brown,Tang,Silver-tone with Skeletal Display,Analog,Scratch Resistant Sapphire,Blue Steel,Stick,Roman Numerals Mark The 3 and 9 o'clock positions. Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Baume Et Mercier,Classima,Mens,08786,Hand Wind,,,"Hours, Minutes","Alligator Leather, Analog, Leather, Stainless Steel",Dress,42.0,30.0,
9570.0,Stainless Steel,Round,,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Chopard,Alpine Eagle,Womens,298617 3001,Automatic,,,"Hour, Minute, Second","Analog, Stainless Steel",Luxury,33.0,,
2375.0,Stainless Steel,Round,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,"Roman Numeral, Index",,Fixed,Silver-tone,Stainless Steel,Baume Et Mercier,Riviera,Mens,M0A10622-DNU,Automatic,Baume et Mercier Calibre SW200,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Stainless Steel",Casual,42.0,100.0,
4485.0,Stainless Steel,Round,Solid,Stainless Steel and 18kt Gold,Bracelet,Two-tone,Fold Over with Safety Release,Black,Analog,Scratch Resistant Sapphire,Yellow Gold-tone,Diamond,Minute Markers around the outer rim,Fixed,,Diamond Set,Tudor,Glamour Date,Womens,55023-0022,Automatic,,Date display at the 3 o'clock position,"Date, Hour, Minute, Second","Analog, Gold, Stainless Steel, Diamond",Luxury,36.0,,
3598.0,Stainless Steel,Round,Transparent See Through,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Roman Numeral,Minute Markers around the outer rim,Fixed,Silver-tone,Stainless Steel,Omega,De Ville,Mens,434.10.40.20.03.001,Automatic,Omega Calibre 8800,Date display at the 6 o'clock position,"Date, Hour, Minute, Second, Co-Axial Escapement, Chronometer, Magnetic Resistant","Analog, Chronometer, Stainless Steel",Luxury,40.0,30.0,
169625.0,Stainless Steel,Cushion,Transparent,Stainless Steel,Bracelet,Silver-tone,Fold-over,Sunburst Blue,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Arabic Numeral Minute Markers (at 5 minute intervals),Fixed,Silver-tone,Stainless Steel,Patek Philippe,Nautilus,Mens,5990-1A-011,Automatic,Patek Philippe Calibre CH 28-520 C FUS,Date display at the 12 o'clock position,"Chronograph, Column Wheel, Date, Second Time Zone, Hour, Minute, Small Second, Day/Night Indicator","Time Zone, Chronograph, Stainless Steel, Analog, Day/Night Indicator",Luxury,40.0,120.0,12.53
22525.0,18kt Pink Gold,Round,Skeleton,Alligator Leather,Strap,Brown,Tang,Silver,Analog,Scratch Resistant Sapphire,Luminous Pink Gold Alpha-style shape,Index,Arabic Numeral appears at the 12 o'clock position. Minute Markers around the outer rim,Fixed,,18kt Pink Gold,Jaeger LeCoultre,Master Control Geographic,Mens,Q1422521,Automatic,Jaeger LeCoultre Calibre JLC 939a,Date display at the 2 o'clock position,"Date, Hour, Minute, Second, 2nd Time Zone","Alligator Leather, Analog, World Time, Gold, Leather, Time Zone",Luxury,39.0,,4.9
3850.0,Stainless Steel,Square,,Stainless Steel,Bracelet,Silver-tone,Fold Over with Safety Release,Grey,Analog,Scratch Resistant Sapphire,Silver-tone,,,Fixed,Silver-tone,Stainless Steel,Cartier,Panthère,Womens,WSPN0010,Quartz,,,"Hour, Minute","Analog, Stainless Steel",Luxury,22.0,30.0,
9145.0,Stainless Steel,Round,Solid,Crocodile Leather,Strap,Burgundy,Tang,Silver,Analog,Scratch Resistant Sapphire,Silver-tone,Index,Minute Markers around the outer rim,Fixed,,Platinum 950,Breitling,Bentley Mark VI Complications,Mens,P1936212/G629.735P.A20BA,Automatic,Breitling Calibre 19,Leap-year Calendar,"Chronograph, Moonpase, Month, Date, Day, Hour, Minute, Second, Chronometer","Month, Analog, Platinum, Chronometer, Leather, Stainless Steel, Chronograph",Luxury,42.0,100.0,
7760.0,Stainless Steel and 18kt Rose Gold,Round,,Leather,Strap,Burgundy,Tang,Mother of Pearl,Analog,Scratch Resistant Sapphire,Rose Gold,Roman Numeral,Tachymeter,Uni-directional Rotating,Rose Gold,,Breitling,Chronomat 44,Mens,CB011012/A693.735P.A20BA.1,Automatic,Breitling Calibre B01,Date display between 4 and 5 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Gold, Leather, Stainless Steel, Chronograph",Dive,44.0,500.0,
8625.0,Stainless Steel,Round,,Crocodile Leather,Strap,Burgundy,Tang,Mother of Pearl,Analog,Scratch Resistant Sapphire,Silver-tone,Diamond,Tachymeter,Uni-directional Rotating,,,Breitling,Chronomat Calibre 13,Mens,A1335653/A570.735P.A20BA.1,Automatic,,Date display at the 3 o'clock position,"Chronograph, Date, Hour, Minute, Second","Analog, Leather, Stainless Steel, Chronograph, Diamond",Luxury,43.0,300.0,17.1
